id,created_at,settled_at,description,message,amount,status,category,parent_category,tags,transfer_account_id,transaction_type,raw_text
5ab315a5-29ad-4802-8584-21b46943dbf7,2026-05-17T15:07:27+10:00,2026-05-17T15:07:27+10:00,Round Up,,0.75,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a8fdfb6d-5f3c-4e3e-a518-142d26bed6fd,2026-05-16T13:50:59+10:00,2026-05-16T13:50:59+10:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
5c54e64b-cca8-4ba9-89e2-f70e77f0749b,2026-05-16T10:52:28+10:00,2026-05-16T10:52:28+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f51a92b4-a75c-4a84-b3f2-83b92499729e,2026-05-15T21:56:59+10:00,2026-05-15T21:56:59+10:00,Round Up,,0.60,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
dec492e5-93b0-4892-a4e7-51b487e5e6df,2026-05-15T12:27:03+10:00,2026-05-15T12:27:03+10:00,Transfer to 2Up Spending,gas feb april 2026 angus,-36.81,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending gas feb april 2026 angus
7530ab28-207b-448e-900d-9a296717d918,2026-05-15T09:04:15+10:00,2026-05-15T09:04:15+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
15938105-c792-4753-85b8-d925f8cc35a0,2026-05-14T18:25:25+10:00,2026-05-14T18:25:25+10:00,Round Up,,0.52,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
00cd4882-5d83-4a5a-b8f0-27ce2a27b524,2026-05-14T17:19:53+10:00,2026-05-14T17:19:53+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
cc474d4f-1267-4127-a193-fe989a41698d,2026-05-14T17:08:32+10:00,2026-05-14T17:08:32+10:00,Round Up,,0.89,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
454946d3-d391-4346-9ad8-b3e2fcdfb80b,2026-05-14T15:31:33+10:00,2026-05-14T15:31:33+10:00,IBKR,IBKR U9504716,-1550.00,SETTLED,,,,,Payment,IBKR IBKR U9504716
4c290b7d-a9cd-430c-be3f-45dc407d88bd,2026-05-13T21:41:50+10:00,2026-05-13T21:41:50+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
1db13a2d-3412-4bc2-ac74-724e905ccc99,2026-05-13T21:41:06+10:00,2026-05-13T21:41:06+10:00,Round Up,,0.02,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
6d3638f1-05b0-4a3e-b607-4cc8c3d075e9,2026-05-13T13:13:14+10:00,2026-05-13T13:13:14+10:00,Round Up,,0.13,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
41f5a245-8024-439c-9a6b-0966dc84d604,2026-05-12T03:05:59+10:00,2026-05-12T03:05:59+10:00,Round Up,,0.51,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
37055021-d309-47f6-a2c7-8537104d269e,2026-05-11T14:00:39+10:00,2026-05-11T14:00:39+10:00,Round Up,,0.40,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
bdcd7177-8328-4bda-8936-d478cce3d71b,2026-05-11T13:56:18+10:00,2026-05-11T13:56:18+10:00,Round Up,,0.88,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
214ef908-5e37-4a10-b9ad-5bfd1e79f2fd,2026-05-11T13:45:18+10:00,2026-05-11T13:45:18+10:00,Round Up,,0.37,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
20d1cf0c-32ae-4779-8073-19af0821248b,2026-05-11T13:44:17+10:00,2026-05-11T13:44:17+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
2e121720-94b8-4806-bd93-c04835c4ef76,2026-05-11T12:46:43+10:00,2026-05-11T12:46:43+10:00,Round Up,,0.25,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
16871cdf-4eab-42f7-8466-ed4bae54e613,2026-05-08T17:57:52+10:00,2026-05-08T17:57:52+10:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e7a0f341-5484-4527-850b-18dd4e040af2,2026-05-08T12:14:25+10:00,2026-05-08T12:14:25+10:00,Transfer to 2Up Spending,water jan to apr 26,-71.10,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending water jan to apr 26
0d1f4257-ded1-46f7-a533-0aa4d223d2de,2026-05-08T12:13:26+10:00,2026-05-08T12:13:26+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
9b3f0406-2048-4f0d-a6b2-1178589ea431,2026-05-08T12:09:41+10:00,2026-05-08T12:09:41+10:00,Round Up,,0.70,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e9477b06-7053-42f5-b6bd-21626e08aa65,2026-05-08T11:19:44+10:00,2026-05-08T11:19:44+10:00,Round Up,,0.25,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4eed9bcf-62ca-4e56-a9a5-acb7249501db,2026-05-07T17:54:43+10:00,2026-05-07T17:54:43+10:00,Round Up,,0.62,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
575685d0-c3d3-452a-bea4-b6e287afd340,2026-05-07T17:53:59+10:00,2026-05-07T17:53:59+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
d15ee950-3e6e-4b72-a3b1-f4931f042005,2026-05-06T13:34:04+10:00,2026-05-06T13:34:04+10:00,Round Up,,0.43,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4b31395d-db06-4b03-a122-d9f3a3abaa7d,2026-05-06T13:21:47+10:00,2026-05-06T13:21:47+10:00,Round Up,,0.02,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a261749b-19bb-491c-8ea1-bcef7e17c47a,2026-05-05T16:54:26+10:00,2026-05-05T16:54:26+10:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
413c2713-6a71-4723-8bc4-c3ba9df8fd25,2026-05-05T16:52:44+10:00,2026-05-05T16:52:44+10:00,Round Up,,0.20,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
1c863727-9a71-4b84-94be-35934e0b11e7,2026-05-05T16:42:34+10:00,2026-05-05T16:42:34+10:00,Round Up,,0.40,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
b90eaf67-36fe-4f42-8ac1-20313f2cdb62,2026-05-05T16:41:32+10:00,2026-05-05T16:41:32+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
89d60bc3-4b7b-4bac-bc74-20d17ebd5d18,2026-05-05T09:45:27+10:00,2026-05-05T09:45:27+10:00,Round Up,,0.80,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
0b54ff82-76f1-4b08-8ee8-0f07df207bc5,2026-05-04T21:43:21+10:00,2026-05-04T21:43:21+10:00,Transfer to Spending,,-350.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
c54f9da6-11e8-4d62-92e9-4a710009a030,2026-05-04T12:53:55+10:00,2026-05-04T12:53:55+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
41615784-ac34-4138-b2cf-cb636babbedc,2026-05-04T12:51:01+10:00,2026-05-04T12:51:01+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
756852b6-0970-41d1-9fa0-246f700c6a8b,2026-05-03T21:56:01+10:00,2026-05-03T21:56:01+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
0f4cbcb6-ad54-48e9-abe4-d59a7e641e57,2026-05-03T11:11:14+10:00,2026-05-03T11:11:14+10:00,Round Up,,0.55,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
5c8d8b15-d9a6-4417-a249-c29e4ab2b42f,2026-05-03T11:05:25+10:00,2026-05-03T11:05:25+10:00,Round Up,,0.93,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f7897cfb-481c-4fe2-a007-d8ced2ca3a13,2026-05-03T11:03:44+10:00,2026-05-03T11:03:44+10:00,Round Up,,0.85,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2a41cb24-d852-4454-993d-565661b8df40,2026-05-02T21:45:22+10:00,2026-05-02T21:45:22+10:00,Round Up,,0.46,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
b2657f50-23f5-4c00-8bd4-30e768eac907,2026-05-02T21:36:43+10:00,2026-05-02T21:36:43+10:00,Round Up,,0.98,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a3eeb1ec-ea54-4057-b664-8d2a877f5041,2026-05-02T21:21:33+10:00,2026-05-02T21:21:33+10:00,Transfer to Spending,,-200.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
bb82dd5d-83ed-475e-aec9-a0a1003969d4,2026-05-02T01:55:47+10:00,2026-05-02T01:55:47+10:00,Forward from Grow,,95.11,SETTLED,,,,e8e94cbf-4e7b-4bdc-ad93-11665899d022,Transfer,Forward from Grow
60b55a85-bfec-45a5-868e-e1100358d8df,2026-05-02T01:54:40+10:00,2026-05-02T01:54:40+10:00,Forward from Igloo Tipping,,0.08,SETTLED,,,,669a3cfe-8e07-4692-adf7-c1b6b0e5b612,Transfer,Forward from Igloo Tipping
45eaa703-3fe8-433f-82f1-0f753070ccf7,2026-05-01T13:58:14+10:00,2026-05-01T13:58:14+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
3dcc7b0e-6012-4dcf-80dd-4861afee61de,2026-05-01T06:28:40+10:00,2026-05-01T06:28:40+10:00,Forward from Fam Tipping,,1.09,SETTLED,,,,cdb22db1-338c-4116-ae08-c5dba347560f,Transfer,Forward from Fam Tipping
d7fc3f4f-e268-49d3-b10a-948cbd7921a1,2026-05-01T06:28:36+10:00,2026-05-01T06:28:36+10:00,Interest,,11.59,SETTLED,,,,,Interest,Interest
2a9b2b94-83dc-4864-9bbd-9682cd6d3687,2026-04-30T13:18:37+10:00,2026-04-30T13:18:37+10:00,Round Up,,0.22,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d78e95d2-caac-4d27-9d75-8686d7a50ddc,2026-04-30T10:33:33+10:00,2026-04-30T10:33:33+10:00,Round Up,,0.12,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c9885280-9598-465a-8878-f346af50dab8,2026-04-30T10:33:07+10:00,2026-04-30T10:33:07+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
9a33ed1c-632f-4600-91fe-b7ffad305ffc,2026-04-29T18:30:27+10:00,2026-04-29T18:30:27+10:00,Round Up,,0.60,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e2d5c12c-467f-4a93-be71-da94b7d97acf,2026-04-29T18:13:58+10:00,2026-04-29T18:13:58+10:00,Round Up,,0.40,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
971aec3e-2873-44b4-8151-a32c357f8ce5,2026-04-28T20:00:41+10:00,2026-04-28T20:00:41+10:00,John Symons,🚗,-170.00,SETTLED,,,,,Payment,John Symons 🚗
be5c1503-5828-4f29-ab50-3270621e0f20,2026-04-28T15:13:17+10:00,2026-04-28T15:13:17+10:00,Round Up,,0.21,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
53cf609e-d361-4b86-aa86-cc7262d80c4d,2026-04-28T15:13:12+10:00,2026-04-28T15:13:12+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
afb39448-9538-4975-8b30-9c3081561ea4,2026-04-28T15:13:07+10:00,2026-04-28T15:13:07+10:00,Round Up,,0.80,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
1af6acd4-d459-46c0-9a17-e2e1c49ab9b6,2026-04-28T13:17:48+10:00,2026-04-28T13:17:48+10:00,Round Up,,0.45,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
44c29c6b-8ee6-4ea6-8c06-1ddb7e07aef6,2026-04-28T13:15:35+10:00,2026-04-28T13:15:35+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
29d65cad-21ee-4951-87c6-0458941e1063,2026-04-28T13:11:01+10:00,2026-04-28T13:11:01+10:00,Round Up,,0.35,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
229d0bc2-9661-49c8-afed-acf8c621c547,2026-04-28T13:04:27+10:00,2026-04-28T13:04:27+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
e4885511-8053-4b7a-8063-73bdfa70ff0f,2026-04-28T12:21:44+10:00,2026-04-28T12:21:44+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a2e4602b-8549-4f85-b076-6a71fcace948,2026-04-28T12:19:11+10:00,2026-04-28T12:19:11+10:00,Round Up,,0.48,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d99b7c5c-ff8c-4bfe-b21b-f2318d2f9496,2026-04-28T12:17:28+10:00,2026-04-28T12:17:28+10:00,Round Up,,0.56,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c50cae8d-e391-408c-afa4-a3e7c82cae1e,2026-04-28T12:08:51+10:00,2026-04-28T12:08:51+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4caf9db5-6ce5-4cac-873f-a172df91edbf,2026-04-27T19:34:04+10:00,2026-04-27T19:34:04+10:00,Round Up,,0.02,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f3f6f0a5-0fda-4f02-84c1-f9855871bd17,2026-04-27T16:57:46+10:00,2026-04-27T16:57:46+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
5d49df65-b0b9-42ae-85c0-1accfbb0438f,2026-04-27T14:03:26+10:00,2026-04-27T14:03:26+10:00,Round Up,,0.80,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
73c862bd-409b-44cf-840c-f2e9b9697305,2026-04-26T12:56:31+10:00,2026-04-26T12:56:31+10:00,Round Up,,0.58,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4fef4289-ccc7-46a0-83c9-e4a7d1fdadfc,2026-04-26T12:39:52+10:00,2026-04-26T12:39:52+10:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d1de9eb8-ec21-423d-b72f-85ac8b4fb9d8,2026-04-26T12:37:42+10:00,2026-04-26T12:37:42+10:00,Round Up,,0.82,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
54136315-8496-482c-81bf-4d77e70e7b62,2026-04-26T12:35:10+10:00,2026-04-26T12:35:10+10:00,Round Up,,0.04,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c1b4ee55-79ec-41ec-98eb-581482a8b8e2,2026-04-26T12:33:15+10:00,2026-04-26T12:33:15+10:00,Transfer to Spending,,-250.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
0397ce42-1e4c-42a2-a821-47c5e79c0da0,2026-04-25T18:33:06+10:00,2026-04-25T18:33:06+10:00,Round Up,,0.13,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
08e86541-0470-417a-af01-b2d51ed39cc8,2026-04-25T18:32:50+10:00,2026-04-25T18:32:50+10:00,Transfer to Spending,,-50.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
f741451d-3d1b-4e79-98b4-ec99266989d4,2026-04-25T15:31:52+10:00,2026-04-25T15:31:52+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
57b3326c-558e-4841-8ee2-c5b55225a55d,2026-04-25T15:25:12+10:00,2026-04-25T15:25:12+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
b843ad5c-17f1-4ef0-87b7-34abc07d01f8,2026-04-24T19:08:26+10:00,2026-04-24T19:08:26+10:00,Round Up,,0.30,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
7a8a2428-0e79-47f8-95dd-5c72a775b523,2026-04-24T10:22:26+10:00,2026-04-24T10:22:26+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
3c5502cc-89ba-40ee-848b-0f004f4a79da,2026-04-24T10:22:21+10:00,2026-04-24T10:22:21+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2f367896-de03-4ae4-8512-638e83769ebf,2026-04-24T08:46:28+10:00,2026-04-24T08:46:28+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
99155c1e-4950-466d-988a-93fe84d48bfe,2026-04-23T17:06:49+10:00,2026-04-23T17:06:49+10:00,Round Up,,0.38,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
77ac173a-45da-4e6e-93f6-6877d2a01dd7,2026-04-23T17:00:38+10:00,2026-04-23T17:00:38+10:00,Round Up,,0.80,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d95b503b-1a70-42a7-b414-92d3481b57dc,2026-04-23T16:58:40+10:00,2026-04-23T16:58:40+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
921f8a0a-2c50-4c4f-929c-c2bf54964f76,2026-04-23T16:42:54+10:00,2026-04-23T16:42:54+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
9c5a6ec6-08dc-47f2-8a1a-6e913fb2a16e,2026-04-23T09:12:13+10:00,2026-04-23T09:12:13+10:00,Transfer to Spending,,-55.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
01373e98-861d-47d1-a372-1027bf57c691,2026-04-22T21:34:07+10:00,2026-04-22T21:34:07+10:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
c9230ebf-63d0-47b6-af3a-d7feefaab112,2026-04-22T19:34:25+10:00,2026-04-22T19:34:25+10:00,Round Up,,0.47,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
cade9e6e-6750-4302-9ba4-a5ac1768779f,2026-04-22T10:54:45+10:00,2026-04-22T10:54:45+10:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
6baeaf8d-f1a5-456a-b8e8-f8a5ed8a9490,2026-04-22T10:54:40+10:00,2026-04-22T10:54:40+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d36d1480-bb75-4c92-9601-2bbbacec82db,2026-04-22T10:54:35+10:00,2026-04-22T10:54:35+10:00,Round Up,,0.76,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
91570744-9186-46bb-9bf6-2a38f07853a5,2026-04-21T21:17:14+10:00,2026-04-21T21:17:14+10:00,Transfer to 2Up Spending,internet apr/may 26,-19.00,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending internet apr/may 26
115f3c57-9a09-4364-9a33-47f6bdda8b63,2026-04-21T21:16:54+10:00,2026-04-21T21:16:54+10:00,Transfer to 2Up Spending,elec mar/apr 26,-27.46,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending elec mar/apr 26
f4275c55-661f-47ee-90bf-1c353baddd6d,2026-04-21T14:06:29+10:00,2026-04-21T14:06:29+10:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2ed29417-e5f9-4f9d-ac7a-5f63bfb0b9a2,2026-04-21T14:04:46+10:00,2026-04-21T14:04:46+10:00,Round Up,,0.31,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
af1d7786-d40c-481b-881e-02ffcbd02d83,2026-04-21T13:55:25+10:00,2026-04-21T13:55:25+10:00,Round Up,,0.65,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
39a53c53-3be1-42a9-bac8-0092fa0f37c3,2026-04-21T13:50:00+10:00,2026-04-21T13:50:00+10:00,Round Up,,0.04,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
50a38386-5b37-493f-8496-5d1c1c97374e,2026-04-20T11:57:44+10:00,2026-04-20T11:57:44+10:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
d67be221-4214-40d7-a7e2-a58147b19c6f,2026-04-19T18:42:12+10:00,2026-04-19T18:42:12+10:00,Round Up,,0.62,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a8b9d632-de90-4274-8756-334075ee0308,2026-04-19T18:24:02+10:00,2026-04-19T18:24:02+10:00,Transfer to Spending,,-50.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
54f392f0-13e4-4859-b035-0fbbaa01a13a,2026-04-19T12:20:57+10:00,2026-04-19T12:20:57+10:00,Round Up,,0.78,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f5fc1e33-8002-40e2-8d00-4514048884e0,2026-04-19T12:18:25+10:00,2026-04-19T12:18:25+10:00,Round Up,,0.19,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d7413d6a-a645-49a7-a11c-a252af62ae36,2026-04-18T21:07:26+10:00,2026-04-18T21:07:26+10:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
85cb7e90-7a91-4269-8432-4b7eac9b1341,2026-04-18T18:32:01+10:00,2026-04-18T18:32:01+10:00,Round Up,,0.54,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
